timestamp,user_id,query,intent
2024-01-05 23:08:46,USER_6697,partial order return,returns_refunds
2024-01-06 01:33:39,USER_5367,account security concerns,account_related
2024-01-06 03:08:57,USER_1224,product comparison needed,product_info
2024-01-06 04:53:59,USER_8753,two-factor authentication issue,account_related
2024-01-06 07:12:05,USER_2874,package lost in transit,shipping_delivery
2024-01-06 10:31:27,USER_4298,when will my package arrive,shipping_delivery
2024-01-06 11:53:12,USER_5530,payment declined this morning,billing_payment
2024-01-06 14:16:31,USER_9771,payment confirmation needed,billing_payment
2024-01-06 16:33:32,USER_1039,partial order return,returns_refunds
2024-01-06 19:43:52,USER_1279,modify automatic payments,billing_payment
2024-01-06 19:48:05,USER_8287,return shipping cost,returns_refunds
2024-01-07 03:15:36,USER_3772,refund timeline,returns_refunds
2024-01-07 06:37:22,USER_3418,when will my package arrive,shipping_delivery
2024-01-07 07:04:50,USER_5388,refund policy,returns_refunds
2024-01-07 07:33:30,USER_8157,billing address change,billing_payment
2024-01-07 10:52:10,USER_6351,having trouble accessing my account,account_related
2024-01-07 12:37:13,USER_2741,multiple package tracking,shipping_delivery
2024-01-07 12:38:21,USER_6093,return window extension,returns_refunds
2024-01-07 12:41:41,USER_6286,update email address,account_related
2024-01-07 14:49:14,USER_6585,return policy extension,returns_refunds
2024-01-07 15:09:50,USER_7282,expedite shipping possible?,shipping_delivery
2024-01-07 15:30:29,USER_4628,need to change delivery address,shipping_delivery
2024-01-07 21:50:06,USER_6550,partial order return,returns_refunds
2024-01-07 23:13:29,USER_6801,return status for order #366373,returns_refunds
2024-01-08 01:10:00,USER_3763,exchange size/color,returns_refunds
2024-01-08 03:52:52,USER_1598,exchange size/color,returns_refunds
2024-01-08 05:29:46,USER_9007,recover username please,account_related
2024-01-08 08:00:16,USER_5785,track package #128691,shipping_delivery
2024-01-08 08:26:44,USER_3075,account keeps logging out,account_related
2024-01-08 09:40:58,USER_9334,what's included with smartwatch,product_info
2024-01-08 10:42:07,USER_3282,return without receipt,returns_refunds
2024-01-08 11:10:26,USER_5272,payment processing time,billing_payment
2024-01-08 14:31:19,USER_8046,charge on my card,billing_payment
2024-01-08 14:52:46,USER_9019,return label needed,returns_refunds
2024-01-08 17:49:19,USER_8594,product comparison needed,product_info
2024-01-08 18:54:51,USER_2071,multiple package tracking,shipping_delivery
2024-01-08 20:36:54,USER_5794,can't login to my account,account_related
2024-01-08 22:41:43,USER_6867,subscription billing question,billing_payment
2024-01-08 23:07:49,USER_9229,what's included with monitor,product_info
2024-01-08 23:16:01,USER_9068,return shipping cost,returns_refunds
2024-01-08 23:42:14,USER_4858,invoice request,billing_payment
2024-01-09 04:44:51,USER_8190,international shipping query,shipping_delivery
2024-01-09 05:10:33,USER_8505,billing address change,billing_payment
2024-01-09 11:29:03,USER_2104,what are the features of laptop,product_info
2024-01-09 14:39:50,USER_4868,invoice request,billing_payment
2024-01-09 17:48:00,USER_9166,return window extension,returns_refunds
2024-01-09 19:54:25,USER_6555,account verification failed,account_related
2024-01-09 21:18:23,USER_6064,refund policy,returns_refunds
2024-01-10 03:12:59,USER_2260,delay in delivery just now,shipping_delivery
2024-01-10 04:19:58,USER_9878,color options for gaming console,product_info
2024-01-10 04:52:55,USER_6957,does keyboard come with warranty,product_info
2024-01-10 09:05:44,USER_7460,what's included with keyboard,product_info
2024-01-10 13:37:06,USER_6654,can't login to my account,account_related
2024-01-10 18:12:59,USER_7076,invoice request,billing_payment
2024-01-10 21:39:44,USER_2463,tablet availability,product_info
2024-01-10 21:51:26,USER_9698,need to update account details,account_related
2024-01-10 22:54:42,USER_1277,return status for order #801704,returns_refunds
2024-01-10 23:19:51,USER_7059,need product specifications,product_info
2024-01-11 00:00:02,USER_8896,track package #791370,shipping_delivery
2024-01-11 00:31:10,USER_5578,payment declined last night,billing_payment
2024-01-11 01:45:47,USER_9592,international payment issues,billing_payment
2024-01-11 03:16:42,USER_7925,payment plan options,billing_payment
2024-01-11 03:34:51,USER_6987,invoice request,billing_payment
2024-01-11 05:05:16,USER_4634,looking for keyboard manual,product_info
2024-01-11 05:29:38,USER_4342,account security concerns,account_related
2024-01-11 09:49:15,USER_9332,wrong shipping address,shipping_delivery
2024-01-11 10:46:19,USER_5013,reset password link not received,account_related
2024-01-11 18:03:48,USER_1517,laptop installation guide,product_info
2024-01-11 18:36:06,USER_1113,charge on my card,billing_payment
2024-01-11 19:55:39,USER_4883,change shipping method,shipping_delivery
2024-01-12 00:07:24,USER_1025,camera availability,product_info
2024-01-12 00:34:12,USER_6106,password reset not working last night,account_related
2024-01-12 04:18:59,USER_6849,duplicate charge issue,billing_payment
2024-01-12 04:45:52,USER_2024,expedite shipping possible?,shipping_delivery
2024-01-12 09:09:50,USER_5392,wrong shipping address,shipping_delivery
2024-01-12 10:20:13,USER_2982,return label needed,returns_refunds
2024-01-12 11:42:36,USER_8779,where is my order #207803,shipping_delivery
2024-01-12 13:41:17,USER_6472,need to change delivery address,shipping_delivery
2024-01-12 15:38:04,USER_1934,subscription billing question,billing_payment
2024-01-12 16:26:36,USER_7961,package lost in transit,shipping_delivery
2024-01-12 16:28:44,USER_2491,cancel return request,returns_refunds
2024-01-12 19:14:21,USER_1484,subscription billing question,billing_payment
2024-01-12 20:09:56,USER_5642,international payment issues,billing_payment
2024-01-12 20:44:10,USER_3873,cancel return request,returns_refunds
2024-01-12 21:43:34,USER_4508,two-factor authentication issue,account_related
2024-01-13 01:59:47,USER_7853,expedite shipping possible?,shipping_delivery
2024-01-13 02:41:20,USER_6228,locked out of account yesterday,account_related
2024-01-13 02:54:38,USER_3552,locked out of account last night,account_related
2024-01-13 04:12:02,USER_1051,battery life of router,product_info
2024-01-13 04:41:43,USER_4647,difference between mouse models,product_info
2024-01-13 09:26:38,USER_7464,modify automatic payments,billing_payment
2024-01-13 11:51:51,USER_6859,technical details for smartphone,product_info
2024-01-13 12:21:02,USER_3517,charge on my card,billing_payment
2024-01-13 13:43:06,USER_5137,product comparison needed,product_info
2024-01-13 13:44:24,USER_2252,modify automatic payments,billing_payment
2024-01-13 16:28:25,USER_1947,expedite shipping possible?,shipping_delivery
2024-01-13 16:36:09,USER_3356,product comparison needed,product_info
2024-01-13 22:00:51,USER_4806,refund timeline,returns_refunds
2024-01-14 02:07:14,USER_8183,track package #583813,shipping_delivery
2024-01-14 06:15:28,USER_6647,product dimensions please,product_info
2024-01-14 21:24:35,USER_7931,charge on my card,billing_payment
2024-01-14 22:46:44,USER_3283,update email address,account_related
2024-01-15 00:39:52,USER_1255,damaged item return,returns_refunds
2024-01-15 02:14:56,USER_3378,international payment issues,billing_payment
2024-01-15 03:49:40,USER_9868,refund status for order #282998,billing_payment
2024-01-15 05:56:45,USER_1453,change shipping method,shipping_delivery
2024-01-15 06:00:21,USER_6643,update email address,account_related
2024-01-15 06:09:45,USER_9604,package lost in transit,shipping_delivery
2024-01-15 06:14:05,USER_4989,track package #565326,shipping_delivery
2024-01-15 08:38:41,USER_7660,locked out of account few hours back,account_related
2024-01-15 08:57:19,USER_3189,account security concerns,account_related
2024-01-15 09:14:44,USER_8797,when will my package arrive,shipping_delivery
2024-01-15 11:02:21,USER_1307,printer availability,product_info
2024-01-15 13:47:58,USER_4137,account verification failed,account_related
2024-01-15 19:51:50,USER_2229,what are the features of keyboard,product_info
2024-01-15 21:55:06,USER_5993,billing address change,billing_payment
2024-01-15 22:17:34,USER_6092,how do I change my password,account_related
2024-01-16 00:35:28,USER_8116,locked out of account today,account_related
2024-01-16 00:51:14,USER_9461,payment plan options,billing_payment
2024-01-16 00:54:08,USER_8905,subscription billing question,billing_payment
2024-01-16 01:07:52,USER_6634,invoice request,billing_payment
2024-01-16 01:11:33,USER_7733,update payment method,billing_payment
2024-01-16 01:33:30,USER_8725,what's included with speaker,product_info
2024-01-16 01:40:42,USER_9453,password reset not working today,account_related
2024-01-16 06:50:53,USER_5893,exchange process,returns_refunds
2024-01-16 08:07:54,USER_4456,refund policy,returns_refunds
2024-01-16 08:16:34,USER_8557,return status for order #839557,returns_refunds
2024-01-16 10:29:35,USER_7262,difference between gaming console models,product_info
2024-01-16 12:10:03,USER_4138,change shipping method,shipping_delivery
2024-01-16 13:56:11,USER_5967,modify automatic payments,billing_payment
2024-01-16 14:25:19,USER_6941,payment confirmation needed,billing_payment
2024-01-16 15:51:04,USER_1249,change shipping method,shipping_delivery
2024-01-16 16:23:26,USER_4577,refund policy,returns_refunds
2024-01-17 02:45:03,USER_4692,shipping status for order #633537,shipping_delivery
2024-01-17 06:21:17,USER_9145,battery life of smartwatch,product_info
2024-01-17 07:46:26,USER_3555,how to return router,returns_refunds
2024-01-17 08:24:01,USER_8480,return status for order #464995,returns_refunds
2024-01-17 09:29:55,USER_7181,return shipping cost,returns_refunds
2024-01-17 12:37:34,USER_5996,change shipping method,shipping_delivery
2024-01-17 12:40:45,USER_9002,locked out of account an hour ago,account_related
2024-01-17 14:23:42,USER_7572,weekend delivery available?,shipping_delivery
2024-01-17 15:18:46,USER_1799,exchange process,returns_refunds
2024-01-17 15:46:52,USER_5431,suspicious activity on account,account_related
2024-01-17 23:19:33,USER_7181,return status for order #758376,returns_refunds
2024-01-17 23:53:43,USER_4427,product dimensions please,product_info
2024-01-18 01:14:20,USER_4740,international returns process,returns_refunds
2024-01-18 02:00:27,USER_5823,what are the features of external drive,product_info
2024-01-18 05:08:07,USER_1264,is tablet compatible with,product_info
2024-01-18 05:13:28,USER_7707,technical details for headphones,product_info
2024-01-18 05:14:14,USER_3174,refund timeline,returns_refunds
2024-01-18 06:12:28,USER_7363,weekend delivery available?,shipping_delivery
2024-01-18 06:32:03,USER_6531,need product specifications,product_info
2024-01-18 10:20:09,USER_7703,track package #887464,shipping_delivery
2024-01-18 10:34:31,USER_1147,need to change delivery address,shipping_delivery
2024-01-18 12:13:12,USER_1027,return without receipt,returns_refunds
2024-01-18 19:21:04,USER_5462,payment declined since afternoon,billing_payment
2024-01-19 00:15:06,USER_2829,return policy extension,returns_refunds
2024-01-19 02:18:43,USER_5302,track package #864508,shipping_delivery
2024-01-19 03:56:35,USER_1022,locked out of account just now,account_related
2024-01-19 05:02:23,USER_5249,subscription billing question,billing_payment
2024-01-19 05:14:17,USER_6223,technical details for monitor,product_info
2024-01-19 06:50:41,USER_7086,package lost in transit,shipping_delivery
2024-01-19 07:49:30,USER_8648,accepted payment methods,billing_payment
2024-01-19 09:37:16,USER_6602,suspicious activity on account,account_related
2024-01-19 09:59:16,USER_1717,account security concerns,account_related
2024-01-19 12:58:25,USER_5743,when will my package arrive,shipping_delivery
2024-01-19 13:01:10,USER_9803,shipping status for order #979695,shipping_delivery
2024-01-19 16:14:36,USER_4253,update email address,account_related
2024-01-19 17:29:59,USER_6535,track package #191678,shipping_delivery
2024-01-19 17:50:07,USER_8349,printer maintenance tips,product_info
2024-01-19 18:32:18,USER_6879,exchange process,returns_refunds
2024-01-19 20:39:25,USER_3083,product dimensions please,product_info
2024-01-19 20:53:46,USER_2185,looking for camera manual,product_info
2024-01-19 23:59:38,USER_4395,looking for keyboard manual,product_info
2024-01-20 04:33:06,USER_1839,cancel return request,returns_refunds
2024-01-20 09:32:15,USER_3609,billing address change,billing_payment
2024-01-20 10:06:32,USER_3786,account security concerns,account_related
2024-01-20 11:38:26,USER_8834,how to return laptop,returns_refunds
2024-01-20 13:57:57,USER_4925,when will my package arrive,shipping_delivery
2024-01-20 17:20:29,USER_2527,payment confirmation needed,billing_payment
2024-01-20 19:03:00,USER_5885,account verification failed,account_related
2024-01-20 19:30:15,USER_2870,how do I change my password,account_related
2024-01-20 19:31:37,USER_6955,shipping status for order #202170,shipping_delivery
2024-01-20 20:23:32,USER_4263,delivery instructions update,shipping_delivery
2024-01-20 20:44:06,USER_6077,charge on my card,billing_payment
2024-01-20 21:42:01,USER_4100,how to return keyboard,returns_refunds
2024-01-20 21:45:39,USER_6474,what's included with keyboard,product_info
2024-01-20 21:54:45,USER_3211,need product specifications,product_info
2024-01-21 04:00:16,USER_9110,recover username please,account_related
2024-01-21 06:25:36,USER_1921,delay in delivery this morning,shipping_delivery
2024-01-21 08:09:35,USER_1805,need to change delivery address,shipping_delivery
2024-01-21 08:18:15,USER_5148,exchange process,returns_refunds
2024-01-21 09:12:07,USER_6479,partial order return,returns_refunds
2024-01-21 10:27:23,USER_1891,payment confirmation needed,billing_payment
2024-01-21 12:02:35,USER_9027,delay in delivery just now,shipping_delivery
2024-01-21 12:43:24,USER_6149,return shipping cost,returns_refunds
2024-01-21 12:53:00,USER_7561,refund timeline,returns_refunds
2024-01-21 20:35:43,USER_3410,locked out of account an hour ago,account_related
2024-01-21 21:22:38,USER_7766,payment processing time,billing_payment
2024-01-21 21:38:23,USER_4708,what are the features of monitor,product_info
2024-01-21 23:08:06,USER_7285,difference between laptop models,product_info
2024-01-22 01:26:13,USER_4804,payment confirmation needed,billing_payment
2024-01-22 01:30:57,USER_6166,return status for order #892374,returns_refunds
2024-01-22 07:46:00,USER_7603,duplicate charge issue,billing_payment
2024-01-22 09:39:31,USER_2183,missed delivery this morning,shipping_delivery
2024-01-22 10:04:07,USER_3259,locked out of account few hours back,account_related
2024-01-22 10:55:02,USER_1147,having trouble accessing my account,account_related
2024-01-22 12:41:25,USER_1262,update email address,account_related
2024-01-22 13:42:23,USER_5332,account security concerns,account_related
2024-01-22 14:39:20,USER_9080,payment confirmation needed,billing_payment
2024-01-22 15:18:14,USER_6527,need to change delivery address,shipping_delivery
2024-01-22 16:36:43,USER_2859,international returns process,returns_refunds
2024-01-22 16:52:42,USER_7965,missed delivery last night,shipping_delivery
2024-01-22 17:46:40,USER_1426,account security concerns,account_related
2024-01-22 18:39:54,USER_6802,cancel return request,returns_refunds
2024-01-22 19:21:44,USER_5108,delete my account please,account_related
2024-01-22 20:09:07,USER_9210,international returns process,returns_refunds
2024-01-22 22:12:00,USER_6050,invoice request,billing_payment
2024-01-22 23:01:30,USER_7608,subscription billing question,billing_payment
2024-01-23 01:39:42,USER_9303,color options for printer,product_info
2024-01-23 02:21:29,USER_5677,credit card verification failed,billing_payment
2024-01-23 04:03:13,USER_8281,charge on my card,billing_payment
2024-01-23 07:53:30,USER_4928,track package #832151,shipping_delivery
2024-01-23 08:18:47,USER_3889,accepted payment methods,billing_payment
2024-01-23 08:50:18,USER_8225,locked out of account just now,account_related
2024-01-23 09:11:57,USER_7424,weekend delivery available?,shipping_delivery
2024-01-23 12:08:23,USER_6704,payment processing time,billing_payment
2024-01-23 12:16:56,USER_9923,refund policy,returns_refunds
2024-01-23 13:01:09,USER_4533,change shipping method,shipping_delivery
2024-01-23 13:39:06,USER_6454,expedite shipping possible?,shipping_delivery
2024-01-23 17:55:16,USER_2531,international payment issues,billing_payment
2024-01-23 18:07:22,USER_7624,international returns process,returns_refunds
2024-01-23 21:28:47,USER_7677,how to return speaker,returns_refunds
2024-01-24 00:42:02,USER_9539,suspicious activity on account,account_related
2024-01-24 04:50:02,USER_8757,looking for camera manual,product_info
2024-01-24 06:59:22,USER_3551,need to update account details,account_related
2024-01-24 07:54:25,USER_1029,recover username please,account_related
2024-01-24 09:47:54,USER_6770,package lost in transit,shipping_delivery
2024-01-24 10:15:01,USER_5456,payment confirmation needed,billing_payment
2024-01-24 11:15:06,USER_5124,is camera compatible with,product_info
2024-01-24 16:42:39,USER_2972,difference between tablet models,product_info
2024-01-24 18:47:05,USER_6544,can't login to my account,account_related
2024-01-24 20:04:42,USER_9260,does speaker come with warranty,product_info
2024-01-24 23:28:09,USER_8190,is smartwatch compatible with,product_info
2024-01-25 00:30:59,USER_4080,need product specifications,product_info
2024-01-25 02:31:47,USER_9170,account security concerns,account_related
2024-01-25 03:57:37,USER_6170,having trouble accessing my account,account_related
2024-01-25 04:13:29,USER_7989,locked out of account an hour ago,account_related
2024-01-25 04:56:09,USER_2694,what are the features of printer,product_info
2024-01-25 09:25:26,USER_9797,what are the features of fitness tracker,product_info
2024-01-25 09:27:30,USER_3707,what are the features of headphones,product_info
2024-01-25 09:40:03,USER_7366,exchange size/color,returns_refunds
2024-01-25 12:36:04,USER_4235,having trouble accessing my account,account_related
2024-01-25 12:57:32,USER_3237,need product specifications,product_info
2024-01-25 13:30:51,USER_7760,charge on my card,billing_payment
2024-01-25 14:32:00,USER_5419,missed delivery few hours back,shipping_delivery
2024-01-25 17:30:31,USER_3476,refund policy,returns_refunds
2024-01-25 18:13:43,USER_9210,where is my order #449052,shipping_delivery
2024-01-25 20:46:24,USER_8632,subscription billing question,billing_payment
2024-01-25 21:32:15,USER_3603,missed delivery yesterday,shipping_delivery
2024-01-25 22:05:57,USER_9580,mouse maintenance tips,product_info
2024-01-25 22:21:37,USER_8853,account security concerns,account_related
2024-01-26 00:02:28,USER_7469,fitness tracker availability,product_info
2024-01-26 02:50:37,USER_3416,return policy extension,returns_refunds
2024-01-26 03:58:44,USER_7585,where is my order #549718,shipping_delivery
2024-01-26 05:21:58,USER_4320,payment processing time,billing_payment
2024-01-26 06:56:53,USER_1689,does printer come with warranty,product_info
2024-01-26 07:11:02,USER_7795,recover username please,account_related
2024-01-26 10:35:53,USER_1635,payment confirmation needed,billing_payment
2024-01-26 11:31:12,USER_9621,two-factor authentication issue,account_related
2024-01-26 13:09:08,USER_8864,product dimensions please,product_info
2024-01-26 17:51:43,USER_4619,suspicious activity on account,account_related
2024-01-26 19:27:17,USER_3052,how do I change my password,account_related
2024-01-26 20:54:23,USER_4776,shipping status for order #790118,shipping_delivery
2024-01-26 21:19:52,USER_2033,return status for order #450259,returns_refunds
2024-01-26 21:40:48,USER_8683,payment plan options,billing_payment
2024-01-27 01:45:01,USER_9848,payment plan options,billing_payment
2024-01-27 01:58:00,USER_3617,partial order return,returns_refunds
2024-01-27 02:39:21,USER_1189,update email address,account_related
2024-01-27 02:49:58,USER_3000,accepted payment methods,billing_payment
2024-01-27 03:29:36,USER_3456,expedite shipping possible?,shipping_delivery
2024-01-27 05:26:04,USER_2114,need to change delivery address,shipping_delivery
2024-01-27 07:00:16,USER_4208,refund policy,returns_refunds
2024-01-27 08:36:12,USER_9828,looking for gaming console manual,product_info
2024-01-27 12:30:35,USER_6964,reset password link not received,account_related
2024-01-27 14:46:36,USER_5803,how to return speaker,returns_refunds
2024-01-27 16:40:32,USER_9329,how to return mouse,returns_refunds
2024-01-27 17:00:37,USER_5956,need product specifications,product_info
2024-01-27 18:26:35,USER_4741,what are the features of gaming console,product_info
2024-01-27 18:36:05,USER_6777,account security concerns,account_related
2024-01-27 20:49:04,USER_7197,international shipping query,shipping_delivery
2024-01-27 22:08:06,USER_9925,smartwatch availability,product_info
2024-01-27 23:02:24,USER_1079,having trouble accessing my account,account_related
2024-01-27 23:54:14,USER_5840,return label needed,returns_refunds
2024-01-27 23:55:09,USER_1842,what are the features of gaming console,product_info
2024-01-28 03:15:07,USER_8042,charge on my card,billing_payment
2024-01-28 04:02:12,USER_3171,shipping status for order #564474,shipping_delivery
2024-01-28 05:22:16,USER_8899,technical details for mouse,product_info
2024-01-28 07:14:46,USER_9707,international shipping query,shipping_delivery
2024-01-28 07:56:54,USER_8251,exchange process,returns_refunds
2024-01-28 08:55:10,USER_8462,account keeps logging out,account_related
2024-01-28 12:34:32,USER_2654,multiple package tracking,shipping_delivery
2024-01-28 19:06:50,USER_1427,missed delivery since afternoon,shipping_delivery
2024-01-28 19:57:25,USER_5586,color options for tablet,product_info
2024-01-28 21:11:37,USER_9108,billing address change,billing_payment
2024-01-28 22:14:51,USER_1144,payment declined since afternoon,billing_payment
2024-01-29 05:14:41,USER_1216,payment plan options,billing_payment
2024-01-29 06:19:40,USER_8808,update email address,account_related
2024-01-29 06:48:46,USER_6428,battery life of laptop,product_info
2024-01-29 07:37:57,USER_6150,return window extension,returns_refunds
2024-01-29 07:39:12,USER_2389,having trouble accessing my account,account_related
2024-01-29 10:38:35,USER_4414,update payment method,billing_payment
2024-01-29 18:43:36,USER_2979,delay in delivery today,shipping_delivery
2024-01-29 18:57:38,USER_5560,package lost in transit,shipping_delivery
2024-01-29 19:05:48,USER_2282,product comparison needed,product_info
2024-01-29 20:31:15,USER_9614,partial order return,returns_refunds
2024-01-29 21:54:58,USER_4955,exchange size/color,returns_refunds
2024-01-30 00:08:55,USER_6289,when will my package arrive,shipping_delivery
2024-01-30 00:19:55,USER_2598,mouse availability,product_info
2024-01-30 01:04:52,USER_1173,payment plan options,billing_payment
2024-01-30 02:30:04,USER_3588,need to update account details,account_related
2024-01-30 03:02:40,USER_9275,two-factor authentication issue,account_related
2024-01-30 03:31:25,USER_5804,refund policy,returns_refunds
2024-01-30 07:30:47,USER_5844,reset password link not received,account_related
2024-01-30 07:47:12,USER_6008,when will my package arrive,shipping_delivery
2024-01-30 08:11:43,USER_1266,smartwatch availability,product_info
2024-01-30 09:12:23,USER_5794,update payment method,billing_payment
2024-01-30 10:48:40,USER_2610,delay in delivery last night,shipping_delivery
2024-01-30 13:34:09,USER_3416,return policy extension,returns_refunds
2024-01-30 14:41:36,USER_6219,locked out of account since morning,account_related
2024-01-30 15:08:02,USER_2089,need product specifications,product_info
2024-01-30 15:26:04,USER_4019,difference between smartwatch models,product_info
2024-01-30 15:26:37,USER_3853,where is my order #905695,shipping_delivery
2024-01-30 17:04:45,USER_4685,payment processing time,billing_payment
2024-01-30 19:36:06,USER_2962,track package #702589,shipping_delivery
2024-01-30 21:03:38,USER_7460,shipping status for order #833956,shipping_delivery
2024-01-30 21:55:58,USER_6105,how do I change my password,account_related
2024-01-31 04:26:32,USER_4725,can't login to my account,account_related
2024-01-31 05:01:48,USER_3558,when will my package arrive,shipping_delivery
2024-01-31 06:14:53,USER_9188,need to change delivery address,shipping_delivery
2024-01-31 06:27:07,USER_8798,return shipping cost,returns_refunds
2024-01-31 06:27:17,USER_4955,change shipping method,shipping_delivery
2024-01-31 08:14:48,USER_4428,payment processing time,billing_payment
2024-01-31 08:20:38,USER_9110,what are the features of mouse,product_info
2024-01-31 11:31:15,USER_7154,does tablet come with warranty,product_info
2024-01-31 11:52:05,USER_2799,battery life of tablet,product_info
2024-01-31 18:16:15,USER_7190,exchange size/color,returns_refunds
2024-01-31 18:50:41,USER_5247,password reset not working few hours back,account_related
2024-01-31 23:36:34,USER_7721,color options for camera,product_info
2024-02-01 00:27:53,USER_9712,delete my account please,account_related
2024-02-01 02:33:10,USER_9739,payment confirmation needed,billing_payment
2024-02-01 02:42:27,USER_2403,two-factor authentication issue,account_related
2024-02-01 05:47:38,USER_1162,missed delivery today,shipping_delivery
2024-02-01 06:41:51,USER_7488,package lost in transit,shipping_delivery
2024-02-01 07:51:30,USER_1023,expedite shipping possible?,shipping_delivery
2024-02-01 14:21:24,USER_3900,return window extension,returns_refunds
2024-02-01 17:04:19,USER_1228,how do I change my password,account_related
2024-02-01 18:59:10,USER_2480,international returns process,returns_refunds
2024-02-01 19:18:37,USER_2186,multiple package tracking,shipping_delivery
2024-02-01 19:40:01,USER_1617,international shipping query,shipping_delivery
2024-02-01 20:44:07,USER_8892,billing address change,billing_payment
2024-02-01 20:51:06,USER_2607,looking for fitness tracker manual,product_info
